,Age,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Female,Male,Divorced,Married,Single
5,-0.5494475845446466,-0.915361885210217,1.1714774173401021,0.37591363474707057,-0.9611104272951012,1.167525284870947,-0.7345930130100715,-1.0961607803658788,-0.618357657861574,-0.4292901468837605,0.27697536956474283,-0.41948761586126043,-0.6281235938465912,-1.0593440154575746,0.01732575788265813,0.793888105360246,0.2400555132693468,0.5504752919720248,0.0,1.0,0.0,0.0,1.0
407,0.8639723502557158,-0.915361885210217,-1.5856755702355347,0.37591363474707057,-0.9611104272951012,1.167525284870947,-0.8226916263497771,0.10002085685367583,1.5736200532016091,2.3294268625987633,1.2076126113022791,-0.41948761586126043,0.14779378678743343,-1.0593440154575746,-0.7976778929175818,-0.5991474241886192,-0.6735538187848661,-0.5817659731947459,0.0,1.0,0.0,1.0,0.0
1312,-0.6581721949139052,2.017786825981106,1.1714774173401021,1.8019601975295059,-0.9611104272951012,-1.549512449314212,-0.7584264543000402,-1.0961607803658788,0.4776311976700175,-0.4292901468837605,0.27697536956474283,-1.1896943859671814,0.9237111674214581,0.36278904638958065,-0.9606786230776299,-1.1563616360081652,-0.6735538187848661,-1.1478866057781312,0.0,1.0,0.0,1.0,0.0
395,0.6465231295171985,0.06235435185355718,1.1714774173401021,0.37591363474707057,-0.9611104272951012,1.167525284870947,-0.9069598651964519,1.6949297064797486,1.2996228393187113,2.3294268625987633,-1.58429911391033,-0.41948761586126043,-1.404040974480616,0.36278904638958065,-0.6346771627575338,-0.5991474241886192,-0.3690173747667951,-0.5817659731947459,0.0,1.0,0.0,1.0,0.0
179,0.10290007767090528,-0.915361885210217,0.2524264214815565,0.37591363474707057,-0.9611104272951012,1.167525284870947,-0.9005759077080675,-0.6974335679593606,-0.8923548717444719,-0.4292901468837605,0.27697536956474283,-1.1896943859671814,0.14779378678743343,0.36278904638958065,-0.7976778929175818,-0.5991474241886192,-0.06448093074872414,-0.8648262894864385,1.0,0.0,0.0,0.0,1.0
1180,-0.114549143067612,0.06235435185355718,-1.5856755702355347,0.37591363474707057,-0.9611104272951012,-0.6438332045858257,-0.9590955180182583,-0.29870635555284236,-1.1663520856273697,-0.4292901468837605,0.27697536956474283,0.47908694926231393,0.9237111674214581,0.36278904638958065,-0.4716764325974858,-0.32054031827884616,-0.3690173747667951,-0.2987056569030532,0.0,1.0,0.0,0.0,1.0
409,0.5377985191479399,-0.915361885210217,-1.5856755702355347,0.37591363474707057,-0.0633615293609955,0.2618460401425607,-0.41794872158620233,-0.29870635555284236,-1.1663520856273697,-0.4292901468837605,-0.6536618721727936,0.9925581293329279,0.14779378678743343,0.36278904638958065,-0.30867570243743786,-0.041933212369073096,-0.6735538187848661,-0.5817659731947459,1.0,0.0,1.0,0.0,0.0
513,-1.8541429089757504,-1.8930781222739912,1.1714774173401021,0.37591363474707057,-0.9611104272951012,0.2618460401425607,-1.1727452952961916,-0.6974335679593606,-1.1663520856273697,-0.4292901468837605,1.2076126113022791,-1.3180621809848347,1.6996285480554827,0.36278904638958065,-0.9606786230776299,-1.1563616360081652,-0.3690173747667951,-0.8648262894864385,0.0,1.0,0.0,0.0,1.0
612,-0.9843460260216812,1.0400705889173314,-0.6666245743769892,0.37591363474707057,-0.0633615293609955,-0.6438332045858257,-0.37049463758921114,-0.6974335679593606,1.2996228393187113,2.3294268625987633,-1.58429911391033,-0.41948761586126043,-0.6281235938465912,0.36278904638958065,0.18032648804270612,0.793888105360246,1.4582012893416305,0.2674149756803321,1.0,0.0,0.0,1.0,0.0
784,0.10290007767090528,-1.8930781222739912,0.2524264214815565,-1.0501329280353648,0.8343873685731102,0.2618460401425607,0.49006283184501404,-1.0961607803658788,0.7516284115529154,-0.4292901468837605,-1.58429911391033,1.1209259243505814,0.9237111674214581,-1.0593440154575746,1.9733345198032342,1.351102317179792,-0.3690173747667951,1.3996562408471027,1.0,0.0,0.0,1.0,0.0
789,0.7552477398864571,-0.915361885210217,-0.6666245743769892,-1.0501329280353648,0.8343873685731102,-1.549512449314212,0.8430956809526746,2.492384131292785,-0.34436044397867616,-0.4292901468837605,1.2076126113022791,1.6343971044211953,-1.404040974480616,0.36278904638958065,2.1363352499632824,0.515280999450473,0.2400555132693468,0.5504752919720248,0.0,1.0,0.0,1.0,0.0
691,0.32034929840942256,1.0400705889173314,1.1714774173401021,0.37591363474707057,-0.9611104272951012,-0.6438332045858257,-0.6177665909726359,2.093656918886267,-0.34436044397867616,-0.4292901468837605,1.2076126113022791,-1.0613265909495277,-0.6281235938465912,0.36278904638958065,-0.9606786230776299,-0.8777545300983922,-0.6735538187848661,-1.1478866057781312,0.0,1.0,1.0,0.0,0.0
849,0.6465231295171985,0.06235435185355718,-1.5856755702355347,-2.4761794908178003,-0.0633615293609955,0.2618460401425607,-0.24983784105874488,2.093656918886267,-0.618357657861574,-0.4292901468837605,-0.6536618721727936,-0.5478554108789139,-0.6281235938465912,-1.0593440154575746,-0.4716764325974858,-0.32054031827884616,-0.3690173747667951,-0.2987056569030532,1.0,0.0,0.0,0.0,1.0
72,-0.6581721949139052,1.0400705889173314,0.2524264214815565,0.37591363474707057,-0.9611104272951012,-0.6438332045858257,-0.8552498095405378,-0.6974335679593606,0.4776311976700175,-0.4292901468837605,-0.6536618721727936,-1.3180621809848347,0.9237111674214581,0.36278904638958065,-0.9606786230776299,-0.8777545300983922,-0.3690173747667951,-1.1478866057781312,0.0,1.0,0.0,0.0,1.0
996,-1.0930706363909397,0.06235435185355718,1.1714774173401021,-1.0501329280353648,-0.0633615293609955,1.167525284870947,-0.159824040472524,-0.6974335679593606,-1.1663520856273697,-0.4292901468837605,1.2076126113022791,-0.6762232058965674,0.14779378678743343,0.36278904638958065,-0.14567497227738985,-0.5991474241886192,0.5445919572874177,-0.015645340611360525,1.0,0.0,0.0,1.0,0.0
1145,-0.114549143067612,1.0400705889173314,0.2524264214815565,0.37591363474707057,-0.0633615293609955,0.2618460401425607,-0.3951792732109644,2.492384131292785,-0.8923548717444719,-0.4292901468837605,-0.6536618721727936,-0.5478554108789139,-0.6281235938465912,0.36278904638958065,-0.6346771627575338,-0.5991474241886192,-0.3690173747667951,-0.8648262894864385,1.0,0.0,0.0,1.0,0.0
558,-0.5494475845446466,1.0400705889173314,-1.5856755702355347,0.37591363474707057,-0.0633615293609955,1.167525284870947,-0.2577113886277524,-0.6974335679593606,-0.07036323009577826,-0.4292901468837605,1.2076126113022791,-0.16275202582595347,-0.6281235938465912,0.36278904638958065,0.5063279483628021,1.072495211270019,0.5445919572874177,0.8335356082637174,0.0,1.0,0.0,1.0,0.0
391,0.32034929840942256,0.06235435185355718,-0.6666245743769892,-1.0501329280353648,-0.0633615293609955,0.2618460401425607,-0.653729551490535,1.2962024940732304,1.847617267084507,2.3294268625987633,-0.6536618721727936,1.1209259243505814,0.14779378678743343,0.36278904638958065,-0.9606786230776299,-1.1563616360081652,-0.6735538187848661,-1.1478866057781312,1.0,0.0,0.0,1.0,0.0
65,1.9512184539483022,0.06235435185355718,1.1714774173401021,0.37591363474707057,1.732136266507216,0.2618460401425607,1.7525968244645138,-0.29870635555284236,-0.34436044397867616,-0.4292901468837605,0.27697536956474283,1.2492937193682347,-0.6281235938465912,0.36278904638958065,-0.30867570243743786,-1.1563616360081652,-0.6735538187848661,-0.5817659731947459,1.0,0.0,1.0,0.0,0.0
135,-0.114549143067612,-0.915361885210217,-0.6666245743769892,0.37591363474707057,-0.0633615293609955,-0.6438332045858257,-0.3360212671519351,1.2962024940732304,1.2996228393187113,2.3294268625987633,1.2076126113022791,-0.5478554108789139,-2.1799583551146404,0.36278904638958065,-0.6346771627575338,-0.5991474241886192,-0.6735538187848661,-0.8648262894864385,0.0,1.0,1.0,0.0,0.0
510,1.8424938435790437,1.0400705889173314,0.2524264214815565,0.37591363474707057,0.8343873685731102,-0.6438332045858257,0.8948057366085888,-0.29870635555284236,-0.07036323009577826,-0.4292901468837605,0.27697536956474283,0.6074547442799675,-1.404040974480616,1.784922108236736,0.34332721820275414,0.793888105360246,1.4582012893416305,-0.8648262894864385,0.0,1.0,0.0,1.0,0.0
642,0.10290007767090528,0.06235435185355718,-0.6666245743769892,-1.0501329280353648,-0.9611104272951012,-0.6438332045858257,-0.7705559735279707,-1.0961607803658788,1.0256256254358134,-0.4292901468837605,1.2076126113022791,-1.0613265909495277,0.14779378678743343,0.36278904638958065,-0.7976778929175818,-0.5991474241886192,-0.3690173747667951,-0.5817659731947459,0.0,1.0,0.0,1.0,0.0
313,-0.4407229741753879,1.0400705889173314,1.1714774173401021,0.37591363474707057,0.8343873685731102,-0.6438332045858257,1.1401625027454982,1.2962024940732304,-1.1663520856273697,-0.4292901468837605,-0.6536618721727936,0.09398356420935351,-0.6281235938465912,0.36278904638958065,0.5063279483628021,0.515280999450473,1.7627377333597014,1.11659592455541,1.0,0.0,0.0,1.0,0.0
329,1.081421570994233,2.017786825981106,1.1714774173401021,0.37591363474707057,2.6298851644413217,0.2618460401425607,2.5067550024256646,0.49874806926019405,-1.1663520856273697,-0.4292901468837605,-0.6536618721727936,1.2492937193682347,-0.6281235938465912,0.36278904638958065,-0.6346771627575338,-0.5991474241886192,-0.3690173747667951,-0.8648262894864385,0.0,1.0,0.0,1.0,0.0
1259,-0.7668968052831638,0.06235435185355718,0.2524264214815565,1.8019601975295059,-0.0633615293609955,0.2618460401425607,-0.2609033673719446,0.10002085685367583,0.2036339837871196,-0.4292901468837605,0.27697536956474283,-0.16275202582595347,0.14779378678743343,0.36278904638958065,0.01732575788265813,-1.1563616360081652,-0.3690173747667951,0.8335356082637174,0.0,1.0,0.0,1.0,0.0
464,-0.0058245326983533624,0.06235435185355718,-0.6666245743769892,0.37591363474707057,0.8343873685731102,1.167525284870947,0.206615119360744,0.49874806926019405,0.4776311976700175,-0.4292901468837605,1.2076126113022791,0.09398356420935351,0.14779378678743343,1.784922108236736,-0.14567497227738985,0.23667389354069993,-0.3690173747667951,-0.5817659731947459,1.0,0.0,0.0,0.0,1.0
1319,-0.5494475845446466,1.0400705889173314,1.1714774173401021,0.37591363474707057,-0.0633615293609955,1.167525284870947,-0.39837125195515666,2.093656918886267,-0.618357657861574,-0.4292901468837605,0.27697536956474283,-0.9329587959318744,-0.6281235938465912,1.784922108236736,-1.1236793532376779,-1.1563616360081652,-0.6735538187848661,-1.1478866057781312,0.0,1.0,0.0,0.0,1.0
857,0.7552477398864571,1.0400705889173314,0.2524264214815565,0.37591363474707057,-0.9611104272951012,0.2618460401425607,-0.7626824259589632,-0.6974335679593606,-1.1663520856273697,-0.4292901468837605,0.27697536956474283,-0.6762232058965674,0.9237111674214581,0.36278904638958065,-0.14567497227738985,-0.041933212369073096,-0.6735538187848661,-0.5817659731947459,0.0,1.0,0.0,0.0,1.0
1190,-0.5494475845446466,0.06235435185355718,1.1714774173401021,0.37591363474707057,-0.0633615293609955,-0.6438332045858257,-0.22345081677342243,-1.0961607803658788,-0.618357657861574,-0.4292901468837605,0.27697536956474283,-0.16275202582595347,0.9237111674214581,-1.0593440154575746,0.34332721820275414,0.23667389354069993,-0.3690173747667951,0.5504752919720248,0.0,1.0,1.0,0.0,0.0
1188,-0.8756214156524225,0.06235435185355718,-1.5856755702355347,-1.0501329280353648,-0.0633615293609955,-0.6438332045858257,-0.4964713986933312,-0.6974335679593606,-0.618357657861574,-0.4292901468837605,-0.6536618721727936,-0.16275202582595347,0.14779378678743343,-1.0593440154575746,0.5063279483628021,-1.1563616360081652,-0.6735538187848661,1.3996562408471027,0.0,1.0,1.0,0.0,0.0
703,0.10290007767090528,0.06235435185355718,0.2524264214815565,0.37591363474707057,-0.0633615293609955,1.167525284870947,-0.1817422945159773,-0.6974335679593606,-0.618357657861574,-0.4292901468837605,-0.6536618721727936,-0.6762232058965674,-1.404040974480616,0.36278904638958065,-0.30867570243743786,-0.32054031827884616,-0.3690173747667951,-0.2987056569030532,1.0,0.0,0.0,0.0,1.0
537,-1.0930706363909397,-0.915361885210217,1.1714774173401021,0.37591363474707057,0.8343873685731102,-1.549512449314212,0.48367887435662954,-0.6974335679593606,1.5736200532016091,2.3294268625987633,0.27697536956474283,-0.29111982084360694,0.9237111674214581,-1.0593440154575746,0.34332721820275414,0.793888105360246,-0.3690173747667951,0.8335356082637174,0.0,1.0,1.0,0.0,0.0
842,-0.9843460260216812,-1.8930781222739912,0.2524264214815565,0.37591363474707057,-0.9611104272951012,1.167525284870947,-0.8522706293792918,-0.6974335679593606,-1.1663520856273697,-0.4292901468837605,1.2076126113022791,-1.3180621809848347,0.9237111674214581,-1.0593440154575746,-0.9606786230776299,-0.8777545300983922,-0.6735538187848661,-1.1478866057781312,1.0,0.0,0.0,1.0,0.0
865,-0.7668968052831638,1.0400705889173314,0.2524264214815565,0.37591363474707057,-0.0633615293609955,-1.549512449314212,-0.5117928966654539,2.093656918886267,1.0256256254358134,-0.4292901468837605,0.27697536956474283,-0.41948761586126043,0.14779378678743343,0.36278904638958065,-0.4716764325974858,-0.32054031827884616,-0.6735538187848661,-0.2987056569030532,0.0,1.0,1.0,0.0,0.0
1122,-0.8756214156524225,-1.8930781222739912,-0.6666245743769892,0.37591363474707057,-0.9611104272951012,-1.549512449314212,-0.3824113582341955,-0.6974335679593606,0.7516284115529154,-0.4292901468837605,1.2076126113022791,-0.16275202582595347,0.14779378678743343,0.36278904638958065,0.5063279483628021,1.351102317179792,-0.3690173747667951,0.2674149756803321,0.0,1.0,0.0,0.0,1.0
912,-1.2017952467601984,-0.915361885210217,0.2524264214815565,0.37591363474707057,-0.9611104272951012,1.167525284870947,-0.7756631395186782,-0.6974335679593606,1.2996228393187113,2.3294268625987633,-0.6536618721727936,-0.41948761586126043,-0.6281235938465912,-1.0593440154575746,0.18032648804270612,0.23667389354069993,-0.06448093074872414,-0.5817659731947459,0.0,1.0,0.0,0.0,1.0
149,-1.962867519345009,-1.8930781222739912,-0.6666245743769892,0.37591363474707057,-0.9611104272951012,-0.6438332045858257,-1.0718787669797172,-0.6974335679593606,-0.34436044397867616,-0.4292901468837605,1.2076126113022791,-1.3180621809848347,0.14779378678743343,0.36278904638958065,-0.9606786230776299,-1.1563616360081652,-0.6735538187848661,-1.1478866057781312,1.0,0.0,0.0,0.0,1.0
393,-0.3319983638061293,1.0400705889173314,0.2524264214815565,0.37591363474707057,-0.0633615293609955,0.2618460401425607,0.0038180698130643323,2.492384131292785,-0.07036323009577826,-0.4292901468837605,-1.58429911391033,-0.6762232058965674,0.14779378678743343,0.36278904638958065,-0.6346771627575338,-0.5991474241886192,-0.3690173747667951,-0.5817659731947459,1.0,0.0,0.0,1.0,0.0
429,0.9726969606249745,0.06235435185355718,-1.5856755702355347,0.37591363474707057,1.732136266507216,0.2618460401425607,2.4133364245123055,1.2962024940732304,-0.618357657861574,-0.4292901468837605,0.27697536956474283,1.8911326944565023,-0.6281235938465912,-2.4814770773047297,-0.6346771627575338,-0.5991474241886192,-0.6735538187848661,-0.8648262894864385,0.0,1.0,0.0,1.0,0.0
275,-0.0058245326983533624,1.0400705889173314,-1.5856755702355347,0.37591363474707057,0.8343873685731102,1.167525284870947,1.5072400583276047,-0.29870635555284236,0.7516284115529154,-0.4292901468837605,-1.58429911391033,0.47908694926231393,-0.6281235938465912,0.36278904638958065,-0.30867570243743786,-0.5991474241886192,-0.6735538187848661,-0.5817659731947459,1.0,0.0,1.0,0.0,0.0
961,-0.22327375343687064,1.0400705889173314,0.2524264214815565,0.37591363474707057,-0.0633615293609955,0.2618460401425607,-0.48327788655066994,-0.6974335679593606,-1.1663520856273697,-0.4292901468837605,-0.6536618721727936,-0.29111982084360694,0.14779378678743343,0.36278904638958065,0.34332721820275414,0.515280999450473,-0.3690173747667951,-0.8648262894864385,0.0,1.0,0.0,0.0,1.0
1387,-0.8756214156524225,0.06235435185355718,-1.5856755702355347,0.37591363474707057,-0.0633615293609955,-1.549512449314212,-0.24409227931919886,-1.0961607803658788,-0.8923548717444719,-0.4292901468837605,-1.58429911391033,-0.6762232058965674,1.6996285480554827,-1.0593440154575746,-0.30867570243743786,-0.32054031827884616,-0.6735538187848661,-0.5817659731947459,0.0,1.0,0.0,1.0,0.0
1415,-0.4407229741753879,-0.915361885210217,-0.6666245743769892,-1.0501329280353648,-0.9611104272951012,0.2618460401425607,-0.9601595109329891,-0.6974335679593606,-0.8923548717444719,-0.4292901468837605,0.27697536956474283,-1.3180621809848347,-0.6281235938465912,-1.0593440154575746,-0.9606786230776299,-0.8777545300983922,-0.6735538187848661,-1.1478866057781312,0.0,1.0,1.0,0.0,0.0
427,2.4948415057945956,0.06235435185355718,0.2524264214815565,-1.0501329280353648,0.8343873685731102,-1.549512449314212,0.7971311870363066,0.49874806926019405,1.0256256254358134,-0.4292901468837605,1.2076126113022791,1.3776615143858884,1.6996285480554827,1.784922108236736,1.8103337896431861,2.465530740818884,3.2854199534500563,1.9657768734304881,1.0,0.0,0.0,1.0,0.0
1344,-0.0058245326983533624,1.0400705889173314,1.1714774173401021,0.37591363474707057,-0.0633615293609955,-1.549512449314212,-0.47582993614755476,0.8974752816667122,1.847617267084507,2.3294268625987633,0.27697536956474283,0.6074547442799675,-0.6281235938465912,0.36278904638958065,-0.30867570243743786,-0.32054031827884616,-0.6735538187848661,-0.015645340611360525,0.0,1.0,0.0,1.0,0.0
1149,-1.0930706363909397,0.06235435185355718,1.1714774173401021,-1.0501329280353648,-0.9611104272951012,-1.549512449314212,-0.5222200272298152,-0.6974335679593606,-1.1663520856273697,-0.4292901468837605,-1.58429911391033,-0.5478554108789139,0.14779378678743343,0.36278904638958065,0.01732575788265813,0.793888105360246,-0.6735538187848661,0.8335356082637174,0.0,1.0,1.0,0.0,0.0
476,-1.4192444674987157,-0.915361885210217,1.1714774173401021,-1.0501329280353648,-0.9611104272951012,-0.6438332045858257,-0.9348364795623975,-0.6974335679593606,1.5736200532016091,2.3294268625987633,1.2076126113022791,-1.3180621809848347,-0.6281235938465912,0.36278904638958065,-0.9606786230776299,-1.1563616360081652,-0.6735538187848661,-1.1478866057781312,0.0,1.0,0.0,1.0,0.0
128,-1.636693688237233,-1.8930781222739912,0.2524264214815565,0.37591363474707057,-0.9611104272951012,1.167525284870947,-0.8505682407157226,-1.0961607803658788,-0.34436044397867616,-0.4292901468837605,0.27697536956474283,-1.0613265909495277,-0.6281235938465912,0.36278904638958065,-0.7976778929175818,-0.8777545300983922,-0.06448093074872414,-0.8648262894864385,0.0,1.0,0.0,1.0,0.0
853,-1.962867519345009,-0.915361885210217,0.2524264214815565,0.37591363474707057,-0.9611104272951012,-1.549512449314212,-0.8443970818102843,-0.6974335679593606,2.6696089087332004,2.3294268625987633,0.27697536956474283,-1.3180621809848347,0.9237111674214581,0.36278904638958065,-0.9606786230776299,-0.8777545300983922,-0.6735538187848661,-1.1478866057781312,0.0,1.0,0.0,0.0,1.0
1453,-0.114549143067612,1.0400705889173314,-0.6666245743769892,-1.0501329280353648,-0.0633615293609955,1.167525284870947,0.028077108268925278,0.49874806926019405,-0.618357657861574,-0.4292901468837605,-1.58429911391033,-0.41948761586126043,-0.6281235938465912,-1.0593440154575746,-0.14567497227738985,-0.32054031827884616,-0.6735538187848661,-1.1478866057781312,1.0,0.0,0.0,1.0,0.0
101,-0.5494475845446466,-1.8930781222739912,1.1714774173401021,0.37591363474707057,-0.9611104272951012,-1.549512449314212,-0.7584264543000402,-0.6974335679593606,-0.618357657861574,-0.4292901468837605,1.2076126113022791,-1.3180621809848347,-0.6281235938465912,0.36278904638958065,-0.9606786230776299,-1.1563616360081652,-0.6735538187848661,-1.1478866057781312,0.0,1.0,0.0,0.0,1.0
1068,-0.9843460260216812,-0.915361885210217,0.2524264214815565,-1.0501329280353648,-0.9611104272951012,-1.549512449314212,-0.8424818945637689,1.6949297064797486,-1.1663520856273697,-0.4292901468837605,0.27697536956474283,-0.41948761586126043,-0.6281235938465912,-1.0593440154575746,-1.1236793532376779,-1.1563616360081652,-0.6735538187848661,-1.1478866057781312,0.0,1.0,0.0,0.0,1.0
627,1.6250446228405262,1.0400705889173314,0.2524264214815565,-1.0501329280353648,1.732136266507216,1.167525284870947,1.5546941423245957,0.10002085685367583,1.847617267084507,2.3294268625987633,0.27697536956474283,2.5329716695447697,0.14779378678743343,0.36278904638958065,0.34332721820275414,1.072495211270019,-0.6735538187848661,-1.1478866057781312,1.0,0.0,0.0,1.0,0.0
261,0.10290007767090528,-0.915361885210217,1.1714774173401021,-1.0501329280353648,-0.0633615293609955,1.167525284870947,-0.27047930360452127,0.10002085685367583,0.7516284115529154,-0.4292901468837605,1.2076126113022791,0.222351359227007,-2.1799583551146404,0.36278904638958065,0.18032648804270612,0.793888105360246,1.4582012893416305,0.2674149756803321,0.0,1.0,0.0,1.0,0.0
1053,2.1686676746868194,-0.915361885210217,-0.6666245743769892,1.8019601975295059,-0.0633615293609955,0.2618460401425607,-0.3447460090527272,-1.0961607803658788,2.395611694850303,2.3294268625987633,-1.58429911391033,0.222351359227007,-0.6281235938465912,-1.0593440154575746,0.8323294086828981,1.351102317179792,-0.06448093074872414,1.11659592455541,0.0,1.0,0.0,1.0,0.0
570,1.6250446228405262,1.0400705889173314,1.1714774173401021,0.37591363474707057,-0.9611104272951012,1.167525284870947,-0.4813626993041546,-1.0961607803658788,0.7516284115529154,-0.4292901468837605,-1.58429911391033,-0.8045910009142209,0.14779378678743343,0.36278904638958065,-0.4716764325974858,-0.32054031827884616,-0.3690173747667951,-0.5817659731947459,0.0,1.0,0.0,1.0,0.0
143,-0.7668968052831638,0.06235435185355718,-1.5856755702355347,0.37591363474707057,-0.9611104272951012,0.2618460401425607,-0.8273731951745923,-0.6974335679593606,-0.34436044397867616,-0.4292901468837605,0.27697536956474283,-0.8045910009142209,0.9237111674214581,-1.0593440154575746,-0.30867570243743786,-0.041933212369073096,-0.6735538187848661,-0.015645340611360525,1.0,0.0,0.0,0.0,1.0
1429,0.21162468804016393,-1.8930781222739912,-1.5856755702355347,0.37591363474707057,-0.0633615293609955,1.167525284870947,-0.5132824867460769,1.6949297064797486,-0.618357657861574,-0.4292901468837605,-1.58429911391033,0.8641903343152744,-0.6281235938465912,0.36278904638958065,0.01732575788265813,0.793888105360246,-0.3690173747667951,0.8335356082637174,0.0,1.0,0.0,0.0,1.0
344,-0.22327375343687064,1.0400705889173314,0.2524264214815565,0.37591363474707057,0.8343873685731102,-0.6438332045858257,0.3351454634602178,-1.0961607803658788,-0.618357657861574,-0.4292901468837605,1.2076126113022791,0.7358225392976209,1.6996285480554827,0.36278904638958065,1.4843323293230901,0.515280999450473,-0.6735538187848661,2.5318975060138733,0.0,1.0,0.0,0.0,1.0
1079,0.21162468804016393,0.06235435185355718,-0.6666245743769892,0.37591363474707057,0.8343873685731102,-0.6438332045858257,0.39494186526808556,0.49874806926019405,0.7516284115529154,-0.4292901468837605,1.2076126113022791,-0.29111982084360694,0.14779378678743343,0.36278904638958065,-0.7976778929175818,-1.1563616360081652,-0.06448093074872414,-0.5817659731947459,1.0,0.0,0.0,0.0,1.0
